iter	Logloss
119	0.4929012886
120	0.4923305893
121	0.4915831432
122	0.490743793
123	0.4898631074
124	0.4890780168
125	0.4879318897
126	0.487389121
127	0.4865120005
128	0.4855944638
129	0.4851398483
130	0.4843139
131	0.4835398849
132	0.4824036773
133	0.4816387694
134	0.4807142145
135	0.4798058247
136	0.4791003734
137	0.478118489
138	0.4770988627
139	0.4762645291
140	0.4754044642
141	0.4747165912
142	0.4738762959
143	0.4725909146
144	0.4718472643
145	0.4710325419
146	0.470248349
147	0.4697405483
148	0.4691130582
149	0.4681160379
150	0.467141115
151	0.4659503784
152	0.4654235231
153	0.4644068641
154	0.4633282373
155	0.4626209415
156	0.4618550341
157	0.461298017
158	0.4605576083
159	0.4598123377
160	0.4594343386
161	0.4585445795
162	0.4578859744
163	0.4570505249
164	0.4559704156
165	0.4553915569
166	0.4546824453
167	0.4537029754
168	0.4530593446
169	0.4519972374
170	0.4513063348
171	0.4505536186
172	0.4496275723
173	0.448749254
174	0.4479587625
175	0.4472244672
176	0.4464653424
177	0.445696063
178	0.4449301064
179	0.4438268411
180	0.4430231067
181	0.4424749125
182	0.4416908123
183	0.4410537348
184	0.4406613106
185	0.4399955615
186	0.4392357451
187	0.4386718687
188	0.4382136165
189	0.4375166727
190	0.4366576134
191	0.4358868737
192	0.4354367394
193	0.434906292
194	0.4339377282
195	0.4333946643
196	0.4327279993
197	0.4319210145
198	0.4311697371
199	0.4306216552
200	0.4299542942
201	0.4295453342
202	0.4289932325
203	0.428143619
204	0.4272694393
205	0.4268312445
206	0.4263176609
207	0.4257269564
208	0.4253891704
209	0.4250327311
210	0.4245053278
211	0.4238730806
212	0.4232633781
213	0.4227347773
214	0.4221649766
215	0.4214784965
216	0.4208645807
217	0.4202257417
218	0.4194989035
219	0.4190583104
220	0.4187168933
221	0.4180691143
222	0.4173091247
223	0.4165790276
224	0.4159798125
225	0.4156014064
226	0.4148379695
227	0.4143696824
228	0.4138480268
229	0.4129779052
230	0.4124355719
231	0.4119161897
232	0.4116246431
233	0.4110314095
234	0.4104468068
235	0.4099208464
236	0.4091912442
237	0.4082304898
238	0.4078970384
239	0.407377979
240	0.4070472591
241	0.4066959646
242	0.4054974858
243	0.4050419715
244	0.4044430466
245	0.40381471
246	0.403297509
247	0.4027467207
248	0.4020917701
249	0.4016366361
250	0.4011923719
251	0.4006235315
252	0.4001572621
253	0.3997721106
254	0.3990043647
255	0.3987060134
256	0.3982008351
257	0.3975609715
258	0.3971424184
259	0.3965772236
260	0.3959500987
261	0.3951988271
262	0.3944831383
263	0.3937796069
264	0.3932407273
265	0.3925706639
266	0.3918071307
267	0.3912662358
268	0.3906606919
269	0.390441239
270	0.3898604876
271	0.3892560835
272	0.3887708514
273	0.3880936141
274	0.3875520301
275	0.3868484005
276	0.3864154071
277	0.3860337547
278	0.3856165841
279	0.385027863
280	0.384682394
281	0.3842955774
282	0.383456237
283	0.3830526262
284	0.3824839055
285	0.3821358698
286	0.3815285242
287	0.3812201066
288	0.3804058763
289	0.3795902121
290	0.3791534798
291	0.3784954401
292	0.3781326324
293	0.3775574591
294	0.377202418
295	0.3767216964
296	0.3760788103
297	0.3755785378
298	0.3749995584
299	0.3745478398
300	0.3742675996
301	0.3737191882
302	0.3733294308
303	0.3727122008
304	0.3722534603
305	0.3714886732
306	0.3708734133
307	0.3706324562
308	0.3701691177
309	0.369441272
310	0.3691195199
311	0.3688492171
312	0.3685369016
313	0.3679483581
314	0.3675564172
315	0.3671539599
316	0.3665629663
317	0.3660303159
318	0.3657560462
319	0.3652806126
320	0.3648817185
321	0.3641960093
322	0.3636697154
323	0.3633129393
324	0.3628236103
325	0.362575953
326	0.3620455663
327	0.3616313436
328	0.3612446933
329	0.3609551294
330	0.3604987038
331	0.3598379251
332	0.3593946357
333	0.3591188762
334	0.3586719699
335	0.358177837
336	0.3577354018
337	0.3571422659
338	0.3566862237
339	0.3563604211
340	0.3561013817
341	0.3559346487
342	0.3554568853
343	0.355051988
344	0.3547379126
345	0.3540625928
346	0.3535944014
347	0.3531463657
348	0.3529129742
349	0.3527322044
350	0.3521142416
351	0.3516098951
352	0.3512653166
353	0.3509625292
354	0.3506866271
355	0.3504108729
356	0.3501471783
357	0.3494139032
358	0.3488261376
359	0.3484286279
360	0.3482260093
361	0.3479563105
362	0.3476546611
363	0.347164193
364	0.3469175156
365	0.3463577113
366	0.3460471892
367	0.3455862374
368	0.3450132636
369	0.3445046288
370	0.3441967225
371	0.3437060494
372	0.3430877245
373	0.342753757
374	0.3421177821
375	0.3417980418
376	0.3413037316
377	0.3410693077
378	0.3409225032
379	0.3404325401
380	0.3400644058
381	0.3395767211
382	0.3391004234
383	0.3387989511
384	0.3384528903
385	0.3381239188
386	0.3379135729
387	0.3374530078
388	0.3371997882
389	0.3368663111
390	0.3363303792
391	0.335972573
392	0.335706682
393	0.3351912136
394	0.3350574225
395	0.3346432917
396	0.3342423069
397	0.3338469147
398	0.3333817764
399	0.3325868042
400	0.3319141743
401	0.3317342609
402	0.3312856138
403	0.3309598308
404	0.3307314143
405	0.3304493481
406	0.3299847236
407	0.32944187
408	0.329106628
409	0.3285795977
410	0.3281773816
411	0.3278835926
412	0.3276593668
413	0.3273481984
414	0.3269902247
415	0.3265091442
416	0.3261250361
417	0.3256345678
418	0.3253856048
419	0.3249185135
420	0.3246888982
421	0.3244741816
422	0.324287391
423	0.3239993733
424	0.32364941
425	0.3231297087
426	0.3226376623
427	0.3221721699
428	0.3219143705
429	0.3216257226
430	0.3212344597
431	0.3210523115
432	0.3205394
433	0.3203965052
434	0.3199283992
435	0.3194946647
436	0.3191177976
437	0.3186559638
438	0.3182225808
439	0.3178814164
440	0.3176894165
441	0.3173018821
442	0.3169450065
443	0.3168289741
444	0.3166068034
445	0.3163948255
446	0.3159883824
447	0.3157045718
448	0.3154150593
449	0.3149353987
450	0.3145555624
451	0.3144159266
452	0.3140903192
453	0.3134995695
454	0.3133417274
455	0.3126999119
456	0.3124036265
457	0.3121839415
458	0.3117592001
459	0.3114968781
460	0.3113077704
461	0.3109774282
462	0.3106575337
463	0.3101996364
464	0.3097578167
465	0.309611529
466	0.3093118637
467	0.308991405
468	0.3087770603
469	0.3083517079
470	0.3079904947
471	0.3076431194
472	0.3074084503
473	0.3068644336
474	0.306418768
475	0.3062793683
476	0.3059631264
477	0.3056321583
478	0.3053658935
479	0.3051030464
480	0.3047664046
481	0.3045610372
482	0.3041462875
483	0.3037033575
484	0.3032692193
485	0.3030451819
486	0.3026048911
487	0.3024407068
488	0.3021755195
489	0.301759134
490	0.3012690017
491	0.3010066624
492	0.3007220456
493	0.3004767747
494	0.3002668666
495	0.3000729
496	0.2996962437
497	0.299193059
498	0.2988526117
499	0.2984630318
500	0.2980543771
501	0.2975609347
502	0.2970955054
503	0.2967716818
504	0.296444274
505	0.2961555982
506	0.2958032819
507	0.2955026122
508	0.2951504441
509	0.294888823
510	0.2945179482
511	0.2943288518
512	0.2941085845
513	0.2937963254
514	0.2934058878
515	0.2930169273
516	0.2926083937
517	0.2923030838
518	0.2919784291
519	0.2915747258
520	0.2912570514
521	0.2907658693
522	0.2904740131
523	0.2901185743
524	0.2897982893
525	0.289411767
526	0.2892128139
527	0.2889765598
528	0.2885277116
529	0.2882811551
530	0.2880870557
531	0.2879000763
532	0.2876342248
533	0.2874257064
534	0.2871214517
535	0.2868546562
536	0.286516064
537	0.2863142931
538	0.2859696968
539	0.285699431
540	0.2853903907
541	0.2851092546
542	0.2846846796
543	0.2844496415
544	0.2840172855
545	0.2834817175
546	0.2831384743
547	0.2828612281
548	0.2825064004
549	0.2822404608
550	0.2817514063
551	0.2812936041
552	0.2809802505
553	0.2807702378
554	0.2803261721
555	0.279911611
556	0.279693264
557	0.2795056633
558	0.2790642043
559	0.2785965361
560	0.2783412281
561	0.2778773969
562	0.2776122455
563	0.2773377156
564	0.2768894711
565	0.2767141854
566	0.2764497437
567	0.2761165122
568	0.2757428471
569	0.2753349814
570	0.2749524191
571	0.2746385187
572	0.2741845865
573	0.2737461485
574	0.2733530611
575	0.2731541754
576	0.2727186136
577	0.2721504234
578	0.2717785953
579	0.271477633
580	0.2712180283
581	0.2708494223
582	0.2705769883
583	0.2703470277
584	0.2702257995
585	0.2699515167
586	0.2697241407
587	0.2695368231
588	0.2692439282
589	0.2690700255
590	0.268853466
591	0.268320815
592	0.2681118535
593	0.2677719295
594	0.2674779276
595	0.2672985602
596	0.2670714859
597	0.2666057727
598	0.2663843778
599	0.2659087763
600	0.2655090686
601	0.2653146687
602	0.2649786377
603	0.2647272286
604	0.2643815369
605	0.2641434713
606	0.2637106868
607	0.2634640604
608	0.2631271866
609	0.2627854874
610	0.2626433993
611	0.2624512146
612	0.2623061065
613	0.2621554498
614	0.2617882359
615	0.2615094737
616	0.2612101724
617	0.2609506428
618	0.2604915014
619	0.2602901554
620	0.2601417984
621	0.2599773074
622	0.2597685872
623	0.2595703464
624	0.2593836437
625	0.259058349
626	0.258792197
627	0.2584850193
628	0.258250255
629	0.2578882769
630	0.2576965594
631	0.2573322064
632	0.2571164526
633	0.2567207288
634	0.2565550914
635	0.256350591
636	0.2561676782
637	0.2559388458
638	0.2556627768
639	0.2554474924
640	0.2552757214
641	0.2550005851
642	0.2547533122
643	0.254555454
644	0.2540789225
645	0.2537708429
646	0.2535398371
647	0.2533484224
648	0.2529878125
649	0.2527737963
650	0.252413631
651	0.2519898092
652	0.2518648818
653	0.2515113304
654	0.2510582727
655	0.2509156764
656	0.250578464
657	0.2501796487
658	0.2499308193
659	0.2497097349
660	0.2495399218
661	0.2492800497
662	0.2490629821
663	0.2487566584
664	0.2485103724
665	0.248367188
666	0.2480742304
667	0.2477847119
668	0.2474827763
669	0.2472543564
670	0.2470260815
671	0.2468475543
672	0.2466556613
673	0.2464058475
674	0.2462101425
675	0.2460733169
676	0.2458616991
677	0.2457518381
678	0.2455046598
679	0.2453135198
680	0.2449658984
681	0.244661538
682	0.2445653231
683	0.2442320888
684	0.243929086
685	0.243750902
686	0.243492336
687	0.243102091
688	0.2429052802
689	0.2427505258
690	0.2423925637
691	0.2420456057
692	0.2418785166
693	0.2416963978
694	0.2414326179
695	0.2411467239
696	0.2409911146
697	0.2407635566
698	0.2404271336
699	0.240127164
700	0.2397890987
701	0.2394753155
702	0.2391981783
703	0.2388843238
704	0.2387751193
705	0.2385483586
706	0.2382821719
707	0.2380140578
708	0.2377304913
709	0.2373709006
710	0.2370648995
711	0.2367100875
712	0.2365375404
713	0.2363844697
714	0.2360719421
715	0.2358922638
716	0.2356263191
717	0.2353665644
718	0.2351674878
719	0.2348874005
720	0.2346703868
721	0.234466023
722	0.2342460765
723	0.234014601
724	0.2336996415
725	0.2334455307
726	0.2332585343
727	0.2330306944
728	0.2328471687
729	0.2325199145
730	0.2322786318
731	0.2319682451
732	0.2317633956
733	0.2313343456
734	0.2310281196
735	0.2306461661
736	0.2304070941
737	0.2302540808
738	0.2300371655
739	0.2297845394
740	0.2295317376
741	0.229464417
742	0.229219954
743	0.2289159763
744	0.2286805606
745	0.2284753846
746	0.2282944268
747	0.2280250643
748	0.227612911
749	0.2271854819
750	0.2270546876
751	0.2267758483
752	0.2266430771
753	0.2263609666
754	0.2260883522
755	0.2258553771
756	0.2255034009
757	0.2252891289
758	0.225135591
759	0.2249946906
760	0.224765756
761	0.2244808074
762	0.2240659751
763	0.2238454361
764	0.2236482648
765	0.2234289258
766	0.2230583482
767	0.2229040328
768	0.2226835035
769	0.222356326
770	0.2221381739
771	0.221909373
772	0.2216292501
773	0.2214181527
774	0.2211048348
775	0.2209307899
776	0.220527517
777	0.220365746
778	0.2200619245
779	0.2195878977
780	0.2192828876
781	0.2189891833
782	0.2188126307
783	0.2184032405
784	0.2182897474
785	0.2181307466
786	0.2180077009
787	0.2176787519
788	0.2172321622
789	0.2169973942
790	0.2167489153
791	0.2165499466
792	0.2163625005
793	0.2160953176
794	0.2156429816
795	0.2153155473
796	0.2151070746
797	0.214853045
798	0.214695435
799	0.2145338661
800	0.2143906318
801	0.214042154
802	0.213699454
803	0.2134733309
804	0.2132709961
805	0.2130537876
806	0.2129142792
807	0.2127723389
808	0.212571313
809	0.2123224678
810	0.2121232201
811	0.2117609664
812	0.2115632061
813	0.2113638406
814	0.2112870334
815	0.2110566956
816	0.2107263143
817	0.2104854531
818	0.2101793527
819	0.2099716338
820	0.2096395567
821	0.2093922156
822	0.2091872208
823	0.2089796409
824	0.2087614774
825	0.2085810309
826	0.208358021
827	0.2080527847
828	0.2077837242
829	0.207536016
830	0.2073385826
831	0.2071238271
832	0.2069096739
833	0.2065476085
834	0.2063961881
835	0.2061578948
836	0.205894021
837	0.2057036751
838	0.2055351976
839	0.2052699067
840	0.2049719949
841	0.2047384125
842	0.2043142558
843	0.2039846236
844	0.2036931192
845	0.2033667818
846	0.2031386235
847	0.2027129755
848	0.2025292667
849	0.2023325079
850	0.2021243764
851	0.2018759233
852	0.2016577111
853	0.2014356468
854	0.2013241164
855	0.2008985555
856	0.2006900464
857	0.2004120697
858	0.2000896794
859	0.1998137239
860	0.1994135611
861	0.1991835594
862	0.1989211351
863	0.1987346584
864	0.1984297451
865	0.1982378227
866	0.1980733419
867	0.1978001398
868	0.1977368437
869	0.1975461483
870	0.1973794219
871	0.197169811
872	0.1969982892
873	0.1966230737
874	0.1963916646
875	0.1961777977
876	0.1960354823
877	0.1958977235
878	0.1956746392
879	0.1955090753
880	0.1952825957
881	0.1950734775
882	0.1948661769
883	0.1946373574
884	0.1944404035
885	0.194205209
886	0.1940621928
887	0.1939090902
888	0.1936990004
889	0.1934898069
890	0.1933523129
891	0.1931211817
892	0.19295695
893	0.1928499595
894	0.1925811632
895	0.1924731895
896	0.1923747489
897	0.192137518
898	0.1919004968
899	0.1915756826
900	0.1914026264
901	0.1912671791
902	0.1910378123
903	0.1908176968
904	0.1904564604
905	0.1902918872
906	0.1901299921
907	0.1897678641
908	0.1894541647
909	0.1893457275
910	0.189089591
911	0.1887385431
912	0.1885632721
913	0.1882279279
914	0.1880775875
915	0.1878520292
916	0.1876755511
917	0.1874330332
918	0.1871472884
919	0.1870456738
920	0.1868872018
921	0.1867489428
922	0.1865646474
923	0.1864144469
924	0.1862584785
925	0.1860089619
926	0.185919303
927	0.1857060495
928	0.1854622013
929	0.1853496915
930	0.185059914
931	0.18483319
932	0.1845598533
933	0.1842895875
934	0.1842092194
935	0.1840299015
936	0.1837903616
937	0.1836453677
938	0.1833868398
939	0.1833124275
940	0.1830915036
941	0.1828286039
942	0.1826004889
943	0.1822952971
944	0.1821997731
945	0.1818692282
946	0.1816260269
947	0.1814763027
948	0.181289113
949	0.1811151391
950	0.1809392763
951	0.180732684
952	0.1804062372
953	0.1801297013
954	0.1800135549
955	0.1797969811
956	0.1795965979
957	0.1793032575
958	0.1791283005
959	0.1789593689
960	0.1787374554
961	0.1786037481
962	0.1783321157
963	0.1780995863
964	0.1779852322
965	0.1778478818
966	0.1777029524
967	0.1773397759
968	0.1770298278
969	0.1768654559
970	0.1766677946
971	0.1764710639
972	0.176228422
973	0.1760665616
974	0.1759695464
975	0.1756937009
976	0.1754726142
977	0.1752148796
978	0.1750748869
979	0.1749013867
980	0.174681164
981	0.1745871193
982	0.1743321825
983	0.1742307323
984	0.1740299808
985	0.1738034283
986	0.173603083
987	0.173438726
988	0.1733736992
989	0.1732374996
990	0.1729805695
991	0.1727277892
992	0.1725175265
993	0.1723233931
994	0.1721155725
995	0.1718993923
996	0.1716662359
997	0.1713761939
998	0.1712237251
999	0.170942847
