iter	Passed	Remaining
189	751	3202
190	754	3196
191	758	3191
192	761	3185
193	765	3179
194	768	3173
195	772	3168
196	776	3163
197	779	3158
198	783	3152
199	786	3146
200	790	3141
201	793	3135
202	797	3129
203	801	3126
204	805	3122
205	808	3117
206	813	3116
207	819	3120
208	825	3123
209	830	3122
210	837	3130
211	841	3128
212	845	3124
213	850	3122
214	854	3119
215	858	3117
216	862	3113
217	867	3110
218	870	3105
219	874	3101
220	878	3095
221	881	3090
222	885	3085
223	889	3081
224	893	3077
225	897	3072
226	901	3068
227	904	3062
228	908	3057
229	911	3052
230	915	3049
231	919	3044
232	923	3040
233	927	3036
234	931	3032
235	935	3029
236	939	3025
237	943	3021
238	947	3016
239	951	3012
240	955	3009
241	959	3004
242	963	3000
243	967	2996
244	971	2992
245	974	2987
246	978	2984
247	984	2983
248	988	2980
249	992	2976
250	997	2976
251	1001	2973
252	1005	2969
253	1009	2965
254	1015	2965
255	1019	2963
256	1023	2958
257	1027	2954
258	1031	2951
259	1035	2947
260	1039	2942
261	1043	2937
262	1047	2935
263	1051	2932
264	1055	2928
265	1059	2924
266	1063	2920
267	1067	2916
268	1072	2913
269	1076	2910
270	1080	2906
271	1084	2902
272	1088	2899
273	1092	2895
274	1096	2892
275	1101	2888
276	1105	2885
277	1109	2880
278	1113	2876
279	1116	2872
280	1120	2868
281	1124	2863
282	1128	2859
283	1133	2857
284	1138	2857
285	1143	2853
286	1149	2855
287	1154	2854
288	1158	2850
289	1162	2847
290	1167	2844
291	1171	2839
292	1174	2834
293	1178	2830
294	1182	2825
295	1186	2821
296	1189	2815
297	1193	2811
298	1197	2806
299	1200	2801
300	1204	2796
301	1208	2792
302	1212	2789
303	1217	2786
304	1221	2783
305	1225	2779
306	1230	2778
307	1234	2773
308	1238	2770
309	1242	2765
310	1246	2760
311	1249	2756
312	1253	2751
313	1257	2747
314	1262	2744
315	1267	2742
316	1272	2740
317	1275	2735
318	1279	2730
319	1283	2726
320	1286	2722
321	1290	2717
322	1294	2712
323	1298	2709
324	1302	2705
325	1306	2701
326	1311	2699
327	1315	2695
328	1319	2692
329	1324	2688
330	1329	2686
331	1332	2681
332	1337	2678
333	1341	2675
334	1345	2671
335	1349	2666
336	1352	2661
337	1356	2656
338	1360	2652
339	1364	2648
340	1368	2644
341	1371	2638
342	1375	2634
343	1380	2633
344	1384	2629
345	1388	2625
346	1392	2620
347	1396	2616
348	1400	2611
349	1403	2606
350	1407	2602
351	1410	2597
352	1414	2592
353	1418	2587
354	1421	2582
355	1425	2577
356	1428	2572
357	1431	2567
358	1435	2563
359	1439	2558
360	1442	2553
361	1446	2548
362	1449	2544
363	1453	2539
364	1456	2534
365	1460	2530
366	1464	2525
367	1467	2520
368	1471	2516
369	1476	2514
370	1480	2510
371	1485	2507
372	1490	2506
373	1495	2502
374	1501	2502
375	1505	2499
376	1509	2494
377	1513	2490
378	1517	2486
379	1521	2481
380	1525	2477
381	1528	2473
382	1532	2468
383	1536	2465
384	1540	2460
385	1544	2456
386	1547	2451
387	1551	2447
388	1555	2442
389	1559	2438
390	1562	2433
391	1566	2429
392	1569	2424
393	1573	2419
394	1576	2414
395	1580	2410
396	1583	2405
397	1587	2401
398	1591	2397
399	1595	2392
400	1598	2388
401	1602	2383
402	1605	2378
403	1609	2374
404	1613	2369
405	1616	2365
406	1620	2360
407	1623	2355
408	1627	2351
409	1630	2346
410	1634	2342
411	1638	2337
412	1642	2334
413	1646	2331
414	1651	2327
415	1655	2324
416	1659	2320
417	1663	2316
418	1667	2312
419	1671	2307
420	1675	2303
421	1679	2299
422	1682	2295
423	1686	2290
424	1689	2286
425	1693	2281
426	1696	2277
427	1700	2272
428	1704	2268
429	1707	2263
430	1711	2259
431	1714	2254
432	1718	2250
433	1722	2246
434	1726	2242
435	1729	2237
436	1733	2232
437	1736	2228
438	1740	2223
439	1743	2219
440	1747	2215
441	1750	2210
442	1754	2206
443	1758	2201
444	1761	2197
445	1765	2192
446	1768	2188
447	1772	2183
448	1775	2179
449	1779	2174
450	1782	2170
451	1786	2165
452	1790	2161
453	1793	2157
454	1797	2152
455	1800	2148
456	1804	2143
457	1809	2140
458	1812	2136
459	1816	2132
460	1819	2127
461	1823	2123
462	1827	2119
463	1831	2115
464	1835	2112
465	1840	2108
466	1843	2104
467	1847	2100
468	1850	2095
469	1855	2092
470	1859	2088
471	1862	2083
472	1866	2079
473	1870	2075
474	1873	2071
475	1877	2066
476	1880	2062
477	1884	2057
478	1887	2053
479	1891	2049
480	1895	2045
481	1899	2040
482	1902	2036
483	1906	2032
484	1909	2028
485	1913	2023
486	1917	2019
487	1920	2015
488	1924	2011
489	1927	2006
490	1931	2002
491	1935	1997
492	1938	1993
493	1942	1989
494	1945	1985
495	1949	1980
496	1952	1976
497	1956	1972
498	1959	1967
499	1963	1963
500	1966	1959
501	1971	1956
502	1975	1951
503	1979	1948
504	1983	1944
505	1987	1940
506	1993	1938
507	1996	1933
508	2000	1930
509	2004	1925
510	2007	1921
511	2011	1917
512	2015	1913
513	2018	1908
514	2022	1904
515	2025	1900
516	2029	1895
517	2032	1891
518	2036	1887
519	2039	1883
520	2043	1878
521	2047	1874
522	2050	1870
523	2054	1865
524	2057	1861
525	2061	1857
526	2064	1853
527	2068	1849
528	2072	1844
529	2075	1840
530	2079	1836
531	2082	1832
532	2086	1828
533	2090	1823
534	2093	1819
535	2097	1815
536	2100	1811
537	2104	1807
538	2107	1802
539	2111	1798
540	2114	1794
541	2118	1790
542	2122	1786
543	2125	1781
544	2129	1777
545	2133	1773
546	2137	1770
547	2142	1767
548	2146	1763
549	2152	1761
550	2156	1757
551	2159	1752
552	2163	1748
553	2167	1744
554	2170	1740
555	2174	1736
556	2178	1732
557	2183	1729
558	2187	1725
559	2191	1722
560	2195	1717
561	2198	1713
562	2202	1709
563	2205	1705
564	2209	1701
565	2213	1697
566	2217	1693
567	2221	1689
568	2225	1685
569	2229	1681
570	2233	1678
571	2237	1674
572	2241	1670
573	2245	1666
574	2249	1662
575	2253	1658
576	2257	1655
577	2261	1651
578	2266	1647
579	2270	1644
580	2274	1640
581	2278	1636
582	2282	1632
583	2286	1628
584	2291	1625
585	2295	1621
586	2299	1618
587	2304	1614
588	2309	1611
589	2313	1607
590	2317	1603
591	2322	1600
592	2326	1596
593	2330	1592
594	2334	1588
595	2338	1585
596	2342	1580
597	2345	1577
598	2349	1573
599	2353	1569
600	2357	1565
601	2361	1561
602	2365	1557
603	2369	1553
604	2373	1549
605	2377	1545
606	2381	1541
607	2385	1538
608	2389	1533
609	2392	1529
610	2396	1525
611	2400	1522
612	2404	1518
613	2408	1514
614	2413	1510
615	2417	1506
616	2420	1502
617	2424	1498
618	2428	1494
619	2432	1491
620	2437	1487
621	2441	1483
622	2446	1480
623	2449	1476
624	2453	1472
625	2457	1468
626	2462	1464
627	2468	1461
628	2476	1460
629	2482	1458
630	2487	1454
631	2492	1451
632	2496	1447
633	2500	1443
634	2503	1439
635	2507	1434
636	2511	1430
637	2514	1426
638	2518	1422
639	2521	1418
640	2525	1414
641	2528	1410
642	2532	1406
643	2535	1401
644	2539	1397
645	2543	1393
646	2546	1389
647	2550	1385
648	2553	1381
649	2557	1376
650	2560	1372
651	2564	1368
652	2567	1364
653	2571	1360
654	2575	1356
655	2578	1352
656	2582	1348
657	2585	1343
658	2589	1339
659	2592	1335
660	2596	1331
661	2599	1327
662	2603	1323
663	2606	1319
664	2610	1314
665	2614	1310
666	2617	1306
667	2621	1302
668	2624	1298
669	2628	1294
670	2633	1291
671	2636	1287
672	2640	1283
673	2645	1279
674	2649	1275
675	2653	1271
676	2657	1267
677	2661	1263
678	2664	1259
679	2668	1255
680	2671	1251
681	2675	1247
682	2678	1243
683	2682	1239
684	2685	1235
685	2689	1231
686	2692	1226
687	2696	1222
688	2700	1218
689	2703	1214
690	2707	1210
691	2710	1206
692	2714	1202
693	2717	1198
694	2721	1194
695	2724	1190
696	2728	1186
697	2732	1182
698	2736	1178
699	2739	1174
700	2743	1170
701	2746	1166
702	2750	1162
703	2754	1157
704	2757	1153
705	2761	1149
706	2764	1145
707	2768	1141
708	2771	1137
709	2775	1133
710	2779	1129
711	2782	1125
712	2786	1121
713	2789	1117
714	2793	1113
715	2798	1109
716	2802	1106
717	2807	1102
718	2813	1099
719	2817	1095
720	2821	1091
721	2824	1087
722	2828	1083
723	2831	1079
724	2835	1075
725	2839	1071
726	2842	1067
727	2846	1063
728	2849	1059
729	2853	1055
730	2857	1051
731	2860	1047
732	2864	1043
733	2867	1039
734	2871	1035
735	2874	1031
736	2878	1027
737	2881	1023
738	2885	1019
739	2888	1014
740	2892	1010
741	2894	1006
742	2898	1002
743	2901	998
744	2905	994
745	2908	990
746	2912	986
747	2915	982
748	2919	978
749	2922	974
750	2926	970
751	2930	966
752	2933	962
753	2937	958
754	2940	954
755	2944	950
756	2947	946
757	2951	942
758	2955	938
759	2958	934
760	2964	930
761	2968	927
762	2972	923
763	2977	919
764	2981	915
765	2985	911
766	2988	907
767	2992	903
768	2995	899
769	2999	895
770	3002	891
771	3006	887
772	3010	883
773	3013	879
774	3017	875
775	3020	872
776	3024	868
777	3028	864
778	3031	860
779	3035	856
780	3038	852
781	3042	848
782	3045	844
783	3049	840
784	3052	836
785	3056	832
786	3061	828
787	3065	824
788	3068	820
789	3072	816
790	3076	812
791	3079	808
792	3083	804
793	3086	800
794	3090	796
795	3093	792
796	3097	788
797	3101	784
798	3104	780
799	3108	777
800	3112	773
801	3115	769
802	3119	765
803	3123	761
804	3129	758
805	3134	754
806	3140	751
807	3145	747
808	3150	743
809	3154	739
810	3159	736
811	3162	732
812	3166	728
813	3170	724
814	3173	720
815	3177	716
816	3180	712
817	3184	708
818	3188	704
819	3192	700
820	3196	696
821	3200	693
822	3204	689
823	3208	685
824	3212	681
825	3216	677
826	3220	673
827	3223	669
828	3227	665
829	3231	661
830	3236	658
831	3239	654
832	3243	650
833	3248	646
834	3251	642
835	3255	638
836	3259	634
837	3262	630
838	3266	626
839	3270	622
840	3274	619
841	3278	615
842	3281	611
843	3285	607
844	3289	603
845	3294	599
846	3298	595
847	3301	591
848	3306	588
849	3310	584
850	3314	580
851	3319	576
852	3325	573
853	3329	569
854	3333	565
855	3337	561
856	3341	557
857	3344	553
858	3349	549
859	3352	545
860	3357	542
861	3361	538
862	3365	534
863	3368	530
864	3372	526
865	3376	522
866	3380	518
867	3384	514
868	3388	510
869	3392	506
870	3397	503
871	3401	499
872	3405	495
873	3410	491
874	3414	487
875	3418	483
876	3423	480
877	3427	476
878	3431	472
879	3435	468
880	3439	464
881	3443	460
882	3446	456
883	3451	452
884	3455	448
885	3460	445
886	3464	441
887	3468	437
888	3473	433
889	3477	429
890	3482	426
891	3486	422
892	3490	418
893	3494	414
894	3497	410
895	3501	406
896	3505	402
897	3509	398
898	3513	394
899	3517	390
900	3520	386
901	3524	382
902	3528	379
903	3532	375
904	3535	371
905	3539	367
906	3543	363
907	3547	359
908	3550	355
909	3554	351
910	3558	347
911	3562	343
912	3566	339
913	3570	335
914	3574	332
915	3577	328
916	3582	324
917	3586	320
918	3589	316
919	3593	312
920	3597	308
921	3601	304
922	3604	300
923	3608	296
924	3612	292
925	3615	288
926	3619	285
927	3624	281
928	3628	277
929	3632	273
930	3636	269
931	3640	265
932	3644	261
933	3648	257
934	3651	253
935	3655	249
936	3659	246
937	3663	242
938	3667	238
939	3671	234
940	3675	230
941	3679	226
942	3683	222
943	3687	218
944	3691	214
945	3695	210
946	3699	207
947	3703	203
948	3707	199
949	3711	195
950	3715	191
951	3719	187
952	3723	183
953	3726	179
954	3731	175
955	3735	171
956	3738	167
957	3742	164
958	3746	160
959	3750	156
960	3754	152
961	3758	148
962	3762	144
963	3765	140
964	3769	136
965	3773	132
966	3777	128
967	3780	124
968	3784	121
969	3790	117
970	3794	113
971	3797	109
972	3801	105
973	3805	101
974	3808	97
975	3813	93
976	3817	89
977	3820	85
978	3825	82
979	3829	78
980	3833	74
981	3836	70
982	3840	66
983	3843	62
984	3847	58
985	3851	54
986	3854	50
987	3858	46
988	3861	42
989	3865	39
990	3868	35
991	3872	31
992	3876	27
993	3879	23
994	3883	19
995	3886	15
996	3890	11
997	3893	7
998	3897	3
999	3900	0
