iter	Passed	Remaining
823	2900	619
824	2902	615
825	2905	612
826	2908	608
827	2911	604
828	2914	601
829	2916	597
830	2919	593
831	2922	590
832	2926	586
833	2929	583
834	2932	579
835	2935	575
836	2938	572
837	2941	568
838	2943	564
839	2946	561
840	2949	557
841	2951	553
842	2954	550
843	2957	546
844	2960	543
845	2963	539
846	2965	535
847	2968	532
848	2970	528
849	2973	524
850	2976	521
851	2979	517
852	2982	514
853	2985	510
854	2988	506
855	2990	503
856	2993	499
857	2996	495
858	2999	492
859	3002	488
860	3004	485
861	3007	481
862	3010	477
863	3013	474
864	3016	470
865	3018	467
866	3021	463
867	3024	459
868	3026	456
869	3029	452
870	3032	449
871	3034	445
872	3038	442
873	3041	438
874	3044	434
875	3047	431
876	3050	427
877	3052	424
878	3055	420
879	3058	417
880	3061	413
881	3064	410
882	3071	407
883	3074	403
884	3077	399
885	3080	396
886	3082	392
887	3086	389
888	3088	385
889	3091	382
890	3094	378
891	3097	374
892	3102	371
893	3105	368
894	3107	364
895	3110	361
896	3113	357
897	3116	353
898	3118	350
899	3121	346
900	3124	343
901	3126	339
902	3130	336
903	3132	332
904	3135	329
905	3137	325
906	3140	322
907	3143	318
908	3146	314
909	3148	311
910	3151	307
911	3154	304
912	3157	300
913	3160	297
914	3163	293
915	3166	290
916	3174	287
917	3177	283
918	3180	280
919	3182	276
920	3185	273
921	3189	269
922	3191	266
923	3194	262
924	3197	259
925	3199	255
926	3202	252
927	3205	248
928	3207	245
929	3210	241
930	3212	238
931	3215	234
932	3218	231
933	3221	227
934	3224	224
935	3227	220
936	3229	217
937	3233	213
938	3236	210
939	3239	206
940	3242	203
941	3244	199
942	3247	196
943	3250	192
944	3252	189
945	3256	185
946	3258	182
947	3261	178
948	3264	175
949	3267	171
950	3269	168
951	3272	165
952	3275	161
953	3278	158
954	3280	154
955	3283	151
956	3286	147
957	3289	144
958	3292	140
959	3294	137
960	3297	133
961	3300	130
962	3303	126
963	3305	123
964	3308	119
965	3311	116
966	3314	113
967	3317	109
968	3320	106
969	3322	102
970	3325	99
971	3328	95
972	3331	92
973	3334	89
974	3338	85
975	3340	82
976	3345	78
977	3348	75
978	3351	71
979	3354	68
980	3359	65
981	3363	61
982	3365	58
983	3369	54
984	3372	51
985	3376	47
986	3379	44
987	3382	41
988	3385	37
989	3388	34
990	3412	30
991	3415	27
992	3420	24
993	3423	20
994	3426	17
995	3430	13
996	3433	10
997	3436	6
998	3446	3
999	3454	0
