iter	RMSE
289	263860.8287
290	263728.0163
291	263636.4936
292	263527.1394
293	263304.7661
294	263198.193
295	263017.9229
296	262956.6176
297	262562.6523
298	262193.5143
299	262115.3602
300	261997.0511
301	261882.2444
302	261792.4207
303	261589.8994
304	261393.0512
305	261224.6591
306	261069.7174
307	260852.1829
308	260662.5467
309	260560.3621
310	260396.3434
311	260273.1955
312	260182.2752
313	260036.381
314	259937.0673
315	259841.1532
316	259747.561
317	259592.6387
318	259382.6021
319	259292.3754
320	259191.9255
321	259116.4416
322	259031.0976
323	258893.1207
324	258752.452
325	258662.9128
326	258508.9143
327	258385.6408
328	258175.0263
329	258121.8722
330	258035.0853
331	257714.7087
332	257630.9686
333	257545.1369
334	257352.2642
335	257172.1362
336	257091.1926
337	256781.9415
338	256695.5794
339	256578.6006
340	256535.0809
341	256455.2772
342	256377.9956
343	256076.3837
344	255771.3448
345	255620.2702
346	255422.7385
347	255290.5069
348	255143.5816
349	255069.2422
350	255034.8644
351	254928.0442
352	254803.6283
353	254713.9071
354	254613.0593
355	254557.9306
356	254365.5053
357	254266.2141
358	254226.0631
359	254153.6845
360	254077.7168
361	253904.7648
362	253857.4481
363	253785.5803
364	253491.6652
365	253398.99
366	253154.9666
367	253017.7482
368	252947.983
369	252880.3193
370	252818.3463
371	252744.1085
372	252422.449
373	252125.6484
374	252055.6785
375	251988.7423
376	251926.6254
377	251673.1078
378	251584.1857
379	251519.0339
380	251455.0997
381	251426.775
382	251226.4261
383	251137.3996
384	251092.4171
385	251023.7468
386	250975.9732
387	250927.0658
388	250864.5714
389	250803.6004
390	250771.0517
391	250607.2575
392	250536.9231
393	250490.2106
394	250463.7464
395	250355.3197
396	250269.3576
397	250220.6553
398	249933.6695
399	249884.4708
400	249757.6005
401	249701.1927
402	249642.9472
403	249513.5314
404	249454.7824
405	249395.2828
406	249112.3669
407	248843.8238
408	248588.9002
409	248527.1563
410	248285.0933
411	248153.1124
412	247924.4947
413	247571.9042
414	247510.1925
415	247443.8166
416	247367.1942
417	247257.1974
418	247176.69
419	247153.4229
420	247110.3519
421	247075.7752
422	246995.7448
423	246942.3372
424	246890.2305
425	246843.3503
426	246718.3466
427	246681.2631
428	246408.6204
429	246233.296
430	246150.5562
431	246029.2775
432	246012.5773
433	245897.7702
434	245859.8451
435	245834.9206
436	245727.3115
437	245570.06
438	245520.0924
439	245377.2449
440	245119.7963
441	244985.864
442	244866.887
443	244813.9641
444	244684.0054
445	244554.567
446	244510.906
447	244468.0965
448	244429.3408
449	244329.1998
450	244288.0016
451	244139.5971
452	244107.2416
453	243817.0829
454	243770.2516
455	243656.0295
456	243395.3927
457	243277.2803
458	243242.038
459	243210.212
460	242967.1707
461	242942.9911
462	242880.4396
463	242680.0582
464	242600.4649
465	242574.2623
466	242490.71
467	242467.3241
468	242256.2744
469	242217.2471
470	242168.4676
471	242143.5105
472	242103.7018
473	242064.5803
474	242060.3285
475	241735.9339
476	241688.2703
477	241568.5254
478	241537.4213
479	241488.7467
480	241464.2973
481	241436.5863
482	241399.3094
483	241339.1379
484	241095.2253
485	241048.989
486	241003.8973
487	240890.5867
488	240815.5015
489	240763.9411
490	240593.467
491	240354.996
492	240312.1598
493	240252.1637
494	240209.7553
495	240110.5587
496	240001.0154
497	239876.1356
498	239846.7827
499	239815.145
500	239719.8806
501	239678.1658
502	239424.4233
503	239331.6932
504	239273.0656
505	239253.5136
506	239223.1362
507	239198.2327
508	239077.1231
509	239037.3491
510	238964.0709
511	238953.9429
512	238772.3953
513	238523.6898
514	238484.783
515	238424.1132
516	238305.2647
517	238212.7281
518	238179.7742
519	238142.4481
520	238123.3688
521	238042.1283
522	238024.8284
523	237958.3773
524	237941.5858
525	237863.4475
526	237826.9573
527	237791.3684
528	237680.2053
529	237467.1617
530	237421.3995
531	237235.3597
532	237137.5254
533	237022.5513
534	236954.2419
535	236919.2843
536	236867.5278
537	236839.0052
538	236823.4514
539	236731.8171
540	236634.6653
541	236565.3075
542	236400.6953
543	236111.7324
544	236083.1515
545	236028.8358
546	236010.174
547	235763.0517
548	235680.5949
549	235523.746
550	235512.1154
551	235429.4277
552	235320.2999
553	235287.4996
554	235132.1154
555	235095.9504
556	235064.8057
557	235063.4723
558	235036.7047
559	234890.9258
560	234797.5357
561	234739.5082
562	234709.1362
563	234630.4755
564	234454.6104
565	234325.8032
566	234259.3615
567	234233.1791
568	234206.9816
569	234064.9322
570	234037.2634
571	234010.3813
572	233935.2572
573	233844.7049
574	233820.7316
575	233790.338
576	233764.5644
577	233673.7631
578	233536.8364
579	233463.8843
580	233191.9242
581	233175.4653
582	233135.0208
583	233109.2462
584	233082.8089
585	233049.1785
586	232990.3348
587	232910.8203
588	232883.8952
589	232843.0494
590	232829.5045
591	232696.7176
592	232611.3357
593	232530.3727
594	232413.5848
595	232400.8326
596	232383.6406
597	232352.8943
598	232263.1742
599	232238.6376
600	232231.2842
601	232202.1219
602	232184.9242
603	232115.0001
604	232092.4994
605	231985.8353
606	231949.4894
607	231917.408
608	231881.6887
609	231852.9535
610	231778.3404
611	231741.2887
612	231489.2839
613	231421.3604
614	231336.1388
615	231306.6305
616	231127.464
617	231007.8547
618	230981.8906
619	230956.8665
620	230874.8152
621	230720.6259
622	230654.5305
623	230629.1831
624	230610.8213
625	230554.4198
626	230525.2466
627	230511.8092
628	230504.3771
629	230366.7245
630	230351.407
631	230307.677
632	230217.2836
633	230175.8066
634	230155.1725
635	230063.9919
636	229893.0255
637	229726.6009
638	229698.9008
639	229671.4305
640	229649.0944
641	229617.1829
642	229561.08
643	229441.7742
644	229401.0622
645	229376.593
646	229356.2008
647	229281.6532
648	229268.146
649	229165.8951
650	229150.0336
651	229122.8359
652	229009.5107
653	228991.6392
654	228852.7433
655	228826.6949
656	228740.7121
657	228576.6748
658	228469.7506
659	228455.4297
660	228325.7264
661	228045.7561
662	227823.4315
663	227804.7354
664	227731.9999
665	227658.9679
666	227589.6151
667	227377.7935
668	227365.7876
669	227298.3872
670	227291.1979
671	227271.4629
672	227239.5296
673	227096.7863
674	227051.5007
675	227022.7095
676	226988.6624
677	226963.9963
678	226898.7974
679	226642.6794
680	226511.6447
681	226308.4546
682	226230.2595
683	226098.8812
684	225999.4365
685	225982.9958
686	225960.0775
687	225941.9806
688	225929.711
689	225771.9845
690	225705.9973
691	225688.6146
692	225666.269
693	225633.772
694	225571.6867
695	225552.3259
696	225538.1673
697	225481.8989
698	225427.9508
699	225417.0364
700	225395.8458
701	225354.0143
702	225295.2479
703	225288.9501
704	225102.9766
705	225027.8921
706	224979.9816
707	224922.9662
708	224771.4609
709	224751.9248
710	224609.339
711	224583.8442
712	224571.6239
713	224556.5409
714	224542.6339
715	224484.5882
716	224284.4057
717	224249.4772
718	224210.7003
719	224154.7832
720	223947.5056
721	223924.0396
722	223840.8675
723	223826.4398
724	223781.4091
725	223763.6501
726	223578.582
727	223414.5411
728	223296.9118
729	223205.1371
730	223094.3659
731	222937.4366
732	222889.629
733	222858.267
734	222829.5294
735	222662.9227
736	222575.0579
737	222552.8946
738	222495.5854
739	222326.8308
740	222304.162
741	222272.1583
742	222244.2407
743	222084.3065
744	222012.9226
745	221932.281
746	221792.1478
747	221737.2327
748	221683.7985
749	221556.6368
750	221488.1101
751	221473.7628
752	221394.2387
753	221377.3687
754	221230.284
755	221154.2787
756	221019.9356
757	220859.9943
758	220799.5087
759	220748.4756
760	220738.3238
761	220620.3115
762	220596.7722
763	220417.0055
764	220394.3557
765	220361.8739
766	220346.0226
767	220325.4716
768	220175.8396
769	220063.1111
770	219979.4071
771	219959.9502
772	219888.7618
773	219870.6156
774	219802.1716
775	219641.1876
776	219603.4642
777	219573.0905
778	219560.0246
779	219469.3357
780	219422.2056
781	219386.0277
782	219367.0817
783	219255.0945
784	219236.711
785	219195.1073
786	219174.3472
787	219109.585
788	218952.6038
789	218938.0551
790	218892.0643
791	218879.9478
792	218738.9474
793	218638.2445
794	218580.2747
795	218555.5275
796	218522.3061
797	218323.5931
798	218243.9935
799	218226.1552
800	218201.5074
801	218183.8081
802	218041.2723
803	217973.0917
804	217954.7782
805	217934.9774
806	217869.5379
807	217831.0671
808	217667.1464
809	217648.2335
810	217565.8315
811	217511.9004
812	217492.3558
813	217377.2141
814	217358.7513
815	217352.4607
816	217308.1416
817	217297.7793
818	217270.1768
819	217253.5868
820	217102.7555
821	216979.1053
822	216949.9252
823	216919.1877
824	216775.4658
825	216754.1461
826	216744.1062
827	216715.0443
828	216519.9299
829	216384.8555
830	216354.5614
831	216311.0783
832	216303.3636
833	216288.7492
834	216190.0335
835	216130.0244
836	216022.4127
837	215964.4057
838	215922.0172
839	215877.2694
840	215867.5279
841	215849.7395
842	215809.5137
843	215658.0654
844	215600.2235
845	215559.987
846	215553.7483
847	215535.131
848	215526.8198
849	215511.8009
850	215446.1833
851	215406.9939
852	215368.9336
853	215355.3344
854	215330.7608
855	215236.9656
856	215215.6526
857	215081.4669
858	215044.1385
859	214987.2871
860	214926.5922
861	214883.048
862	214864.1209
863	214804.7028
864	214768.5126
865	214759.1791
866	214702.9568
867	214689.617
868	214639.7702
869	214630.6317
870	214558.3997
871	214461.327
872	214353.596
873	214209.5403
874	214153.4203
875	214130.9918
876	214001.809
877	213987.007
878	213846.2275
879	213811.6361
880	213744.3951
881	213706.7538
882	213548.6025
883	213527.4917
884	213504.945
885	213471.7441
886	213457.4331
887	213269.3009
888	213255.4792
889	213242.138
890	213095.9393
891	212969.2201
892	212955.9762
893	212922.2719
894	212875.9346
895	212849.8655
896	212807.1971
897	212688.7282
898	212652.3825
899	212610.0102
900	212545.318
901	212535.4935
902	212482.8132
903	212449.6841
904	212337.371
905	212316.66
906	212306.4594
907	212230.5053
908	212208.2821
909	212176.7644
910	212126.3694
911	212095.7053
912	212078.961
913	211946.1153
914	211897.4536
915	211762.4341
916	211633.7531
917	211526.3333
918	211415.4703
919	211410.5882
920	211397.7823
921	211367.7603
922	211299.6158
923	211195.8319
924	211063.9405
925	211034.9516
926	210930.9164
927	210902.6569
928	210885.8828
929	210866.2638
930	210856.4119
931	210794.2714
932	210689.2566
933	210679.8805
934	210646.4603
935	210615.4333
936	210595.6855
937	210575.117
938	210493.9651
939	210479.8167
940	210450.8939
941	210392.706
942	210348.8752
943	210321.2239
944	210238.8211
945	210227.828
946	210150.16
947	210142.272
948	210113.2525
949	210015.4381
950	210011.0927
951	209954.736
952	209854.2164
953	209827.0976
954	209808.894
955	209761.4636
956	209699.6964
957	209655.4666
958	209643.3697
959	209445.9194
960	209425.9856
961	209376.2846
962	209356.2633
963	209335.8041
964	209252.8255
965	209066.2118
966	209022.6354
967	209004.7549
968	208979.5601
969	208956.2808
970	208926.4518
971	208831.6208
972	208729.4171
973	208700.5364
974	208550.8981
975	208497.3965
976	208354.8069
977	208296.4857
978	208283.5358
979	208259.2398
980	208160.6756
981	208147.2344
982	208139.1133
983	208096.3278
984	208044.3561
985	207951.1628
986	207857.0329
987	207834.0105
988	207795.1796
989	207738.1996
990	207644.5353
991	207555.1548
992	207542.0224
993	207489.1011
994	207447.4167
995	207387.5043
996	207371.811
997	207354.852
998	207338.1585
999	207326.8793
