iter	Logloss
290	0.2945424742
291	0.2942673355
292	0.2935947641
293	0.2931045732
294	0.2928184768
295	0.2925831924
296	0.2921845621
297	0.2918043321
298	0.2916104654
299	0.2910073769
300	0.2908357631
301	0.2901165358
302	0.2896150865
303	0.2889244856
304	0.2886043982
305	0.2881388341
306	0.2878551429
307	0.2876391689
308	0.2873295772
309	0.286930239
310	0.2864450509
311	0.2862252113
312	0.2859443579
313	0.2857320039
314	0.285403685
315	0.2850745743
316	0.2845482741
317	0.2840297255
318	0.2836904642
319	0.2833719459
320	0.2831738026
321	0.2827135775
322	0.2824762704
323	0.2822020719
324	0.2820313843
325	0.2818284011
326	0.2814769296
327	0.2811709157
328	0.2808796965
329	0.2805941813
330	0.2802341062
331	0.2795197626
332	0.2792474991
333	0.2789481869
334	0.2785848014
335	0.2783685735
336	0.2781234181
337	0.2777140748
338	0.2772778923
339	0.2769604874
340	0.2763806404
341	0.2761397475
342	0.2758702649
343	0.2755917143
344	0.2753258859
345	0.2747913224
346	0.274547617
347	0.2743573649
348	0.274112534
349	0.2737018975
350	0.2732697461
351	0.272933061
352	0.2726698272
353	0.2723646477
354	0.2718864762
355	0.2716441906
356	0.2714787174
357	0.2712025182
358	0.2709128635
359	0.2706775438
360	0.2702216654
361	0.2700583039
362	0.2697020944
363	0.2694607697
364	0.2693576868
365	0.2690232783
366	0.2686759597
367	0.2685204976
368	0.2681231775
369	0.2680289098
370	0.2678564162
371	0.2670538891
372	0.2666626623
373	0.2664444822
374	0.2659146262
375	0.2655884753
376	0.26545164
377	0.2651459436
378	0.2648567573
379	0.2644168927
380	0.264168426
381	0.2638009379
382	0.2634777714
383	0.2631808219
384	0.2629740385
385	0.2628492929
386	0.2625163316
387	0.2623387435
388	0.2621071084
389	0.2616873075
390	0.2614837544
391	0.2612873099
392	0.2609313117
393	0.2606141112
394	0.2605189986
395	0.2601147112
396	0.2598341935
397	0.2595884466
398	0.259268611
399	0.2591208453
400	0.2587010424
401	0.2584725748
402	0.2579954152
403	0.2576970889
404	0.2574766903
405	0.2571114722
406	0.2568736123
407	0.2563991325
408	0.256138381
409	0.2558856782
410	0.2554876251
411	0.2553617286
412	0.2549308268
413	0.254617472
414	0.2544512289
415	0.2539573309
416	0.2536378719
417	0.2534425259
418	0.2529744729
419	0.2526494017
420	0.2522288348
421	0.2520600486
422	0.25152921
423	0.2512728882
424	0.25099005
425	0.2507001611
426	0.2501944966
427	0.2499231419
428	0.2495413844
429	0.2492511039
430	0.2485919012
431	0.2481676671
432	0.2477811283
433	0.2475468484
434	0.2472728782
435	0.2470972558
436	0.246622098
437	0.2463544474
438	0.2461156307
439	0.2459194155
440	0.2456179615
441	0.2451430715
442	0.2448213201
443	0.2444761402
444	0.2442810442
445	0.2440232706
446	0.2439146489
447	0.2436939136
448	0.2434857443
449	0.2432623125
450	0.2430403847
451	0.2428210494
452	0.2425369566
453	0.2424314618
454	0.2419509469
455	0.2416519727
456	0.2412413283
457	0.2407543662
458	0.2403665012
459	0.2401962679
460	0.2398532669
461	0.2395034556
462	0.239231752
463	0.2389389484
464	0.2386672079
465	0.238330584
466	0.2382572213
467	0.2380743797
468	0.2378416357
469	0.2375639095
470	0.2374346731
471	0.237015927
472	0.2367769569
473	0.2366133555
474	0.2360011304
475	0.2357241483
476	0.2353659123
477	0.2351138101
478	0.2348758047
479	0.2345435606
480	0.234156655
481	0.2337962009
482	0.2335516203
483	0.233307139
484	0.2329395805
485	0.2327578275
486	0.2323415822
487	0.2320622268
488	0.2317154274
489	0.2314936762
490	0.2312457792
491	0.2311244304
492	0.2308964341
493	0.2304806107
494	0.2301696601
495	0.2300045613
496	0.2295686362
497	0.2292137636
498	0.2289545936
499	0.22873895
500	0.2283254168
501	0.2280390407
502	0.2277000306
503	0.2274209296
504	0.2271285464
505	0.227025133
506	0.2266842275
507	0.2263135574
508	0.2261090315
509	0.2259674013
510	0.2257196699
511	0.2253766519
512	0.2249522126
513	0.2246747007
514	0.2243458504
515	0.2242149061
516	0.2240745571
517	0.2239486262
518	0.2237174108
519	0.2234506852
520	0.2232053536
521	0.2229510027
522	0.2226955777
523	0.2225736288
524	0.2223891183
525	0.2219741089
526	0.2217737387
527	0.2215589324
528	0.2213260826
529	0.2211512606
530	0.220961783
531	0.2206307271
532	0.2202411739
533	0.2199510754
534	0.2195620097
535	0.2193454958
536	0.2191863312
537	0.219071426
538	0.2188531681
539	0.2186538903
540	0.2184483589
541	0.218255216
542	0.2180419067
543	0.2176538475
544	0.2171889317
545	0.2167053429
546	0.2163655224
547	0.2161749791
548	0.2158231404
549	0.2156021983
550	0.2153050621
551	0.2150958138
552	0.2149193788
553	0.214671444
554	0.2146136415
555	0.2144599215
556	0.2140851432
557	0.2137740412
558	0.2131740586
559	0.2128892234
560	0.2127560996
561	0.2126064198
562	0.2123805954
563	0.2118244396
564	0.2117314258
565	0.2114520082
566	0.2112350036
567	0.211082325
568	0.2108298778
569	0.2106437801
570	0.210369563
571	0.2098624808
572	0.2095938357
573	0.2093868373
574	0.2092037711
575	0.2086906649
576	0.2085999496
577	0.2083888979
578	0.2081218334
579	0.207945306
580	0.2076695069
581	0.2075844601
582	0.2074283842
583	0.2070926927
584	0.2068476458
585	0.2066593917
586	0.2065031388
587	0.2062865986
588	0.2058641928
589	0.2054153474
590	0.2049833007
591	0.2046886164
592	0.2045364234
593	0.2042240959
594	0.2039293053
595	0.2037394128
596	0.2034281305
597	0.2030804639
598	0.202957671
599	0.2026453428
600	0.2025556893
601	0.2023929534
602	0.2021492476
603	0.2019345561
604	0.201660708
605	0.201457381
606	0.2013654268
607	0.2011178973
608	0.2007376613
609	0.2003524819
610	0.2000719658
611	0.1999334381
612	0.1996905136
613	0.199432128
614	0.1990677442
615	0.1986590019
616	0.198512856
617	0.1983387997
618	0.1981442474
619	0.1979853724
620	0.1978289605
621	0.1976480705
622	0.1973439089
623	0.1971567896
624	0.1970038569
625	0.1967280188
626	0.1965195503
627	0.196269518
628	0.1961726393
629	0.1958412332
630	0.1955017031
631	0.195199844
632	0.195005197
633	0.1947801792
634	0.1945989541
635	0.194287736
636	0.194036244
637	0.1936275847
638	0.1934334219
639	0.1932620326
640	0.1929449689
641	0.1926952765
642	0.1924477551
643	0.1921157622
644	0.1919020718
645	0.1916901767
646	0.1914128738
647	0.1911828924
648	0.1909540821
649	0.1907175093
650	0.1904476061
651	0.1903346196
652	0.190215101
653	0.1897579393
654	0.1894539988
655	0.1891948896
656	0.1890529698
657	0.1888790079
658	0.1886766009
659	0.1884469563
660	0.1882547172
661	0.1881142844
662	0.1878162044
663	0.1875273436
664	0.1870430657
665	0.1869355015
666	0.1867264947
667	0.1862893811
668	0.1861024676
669	0.1859027161
670	0.1856756897
671	0.1854133395
672	0.1851704363
673	0.184939395
674	0.1846176906
675	0.1843012472
676	0.183877768
677	0.1835213585
678	0.183369321
679	0.1830469362
680	0.1827871197
681	0.1826695809
682	0.1825606191
683	0.1823263176
684	0.1820897125
685	0.1818581979
686	0.1816293016
687	0.1812934062
688	0.1811210226
689	0.1809616832
690	0.1807090495
691	0.1804152314
692	0.1802988779
693	0.1800278089
694	0.1796467139
695	0.1795489216
696	0.1794200599
697	0.1790920804
698	0.178837785
699	0.1785292871
700	0.1781893855
701	0.178031352
702	0.1777606898
703	0.1773690948
704	0.1771758552
705	0.1769886332
706	0.1767992753
707	0.1765569126
708	0.1763942804
709	0.1762986082
710	0.1761098815
711	0.1759395314
712	0.1756099135
713	0.175343367
714	0.1751593897
715	0.1749933541
716	0.1748807202
717	0.1745912263
718	0.1743693486
719	0.1741461098
720	0.17400142
721	0.1738992157
722	0.1735457264
723	0.1733494059
724	0.1730455558
725	0.172802822
726	0.1725153773
727	0.1722905741
728	0.1719758332
729	0.1717362084
730	0.1715224367
731	0.1713425273
732	0.1710979898
733	0.1708497228
734	0.1707231217
735	0.1704942725
736	0.1702744108
737	0.1700980505
738	0.1699743829
739	0.169735602
740	0.1695435054
741	0.1693942818
742	0.1691439359
743	0.1689467361
744	0.1687327789
745	0.1685951936
746	0.1684266956
747	0.1683157964
748	0.1681894798
749	0.1680197556
750	0.1678541581
751	0.1676037257
752	0.1673710404
753	0.167223354
754	0.1669018263
755	0.1667644757
756	0.1665057928
757	0.1663246522
758	0.1661796552
759	0.165896897
760	0.1656631119
761	0.165318546
762	0.1650406266
763	0.1647141823
764	0.1645244363
765	0.1641875266
766	0.163880506
767	0.1636881159
768	0.1634656826
769	0.163262202
770	0.1631074384
771	0.1629567834
772	0.1628397063
773	0.1627614556
774	0.1626230347
775	0.162480931
776	0.1623594136
777	0.162234344
778	0.1619169778
779	0.1617252069
780	0.1614421769
781	0.1611182153
782	0.1609675297
783	0.1608654892
784	0.1605640455
785	0.1603156052
786	0.1601591728
787	0.1599257811
788	0.1598068714
789	0.1596615237
790	0.159454908
791	0.1592971414
792	0.1590993456
793	0.1589576223
794	0.1588131094
795	0.1586482099
796	0.1584523922
797	0.1582427457
798	0.1578181031
799	0.1576830608
800	0.1575444242
801	0.1574188686
802	0.157007689
803	0.1567553259
804	0.156601382
805	0.1563239394
806	0.1560906625
807	0.1556992784
808	0.1554872188
809	0.155366186
810	0.1551956059
811	0.1550470223
812	0.1548954955
813	0.1547005665
814	0.1545549151
815	0.1544568621
816	0.1543438441
817	0.1541342738
818	0.1539829602
819	0.15384232
820	0.1535644574
821	0.1534304445
822	0.1533116561
823	0.1530641395
824	0.1527869556
825	0.1525655737
826	0.1523755611
827	0.1522474843
828	0.1520800123
829	0.1517722682
830	0.151517561
831	0.151394467
832	0.1511703001
833	0.1510115137
834	0.1508452093
835	0.1506202491
836	0.1504967424
837	0.1502985595
838	0.1501008912
839	0.1500051658
840	0.1498831722
841	0.1495850382
842	0.1494790369
843	0.1493275249
844	0.1491729412
845	0.1490089712
846	0.1488918966
847	0.1487465718
848	0.1484814912
849	0.1483018875
850	0.148044462
851	0.1479449295
852	0.147743173
853	0.14759703
854	0.1474131667
855	0.1472211873
856	0.1471208814
857	0.1469356887
858	0.1467357495
859	0.1465980364
860	0.1464248535
861	0.1462929316
862	0.1461119388
863	0.1457337636
864	0.1454424389
865	0.1452486054
866	0.1451032559
867	0.1449738247
868	0.1448923315
869	0.1447497068
870	0.1446278925
871	0.1444720061
872	0.144320939
873	0.1441261934
874	0.1439976821
875	0.1438036891
876	0.1436402512
877	0.1434252532
878	0.1432852237
879	0.1430885422
880	0.1429159677
881	0.1427567604
882	0.1426104151
883	0.1424884883
884	0.1422192634
885	0.1420812571
886	0.142023105
887	0.141806611
888	0.1415064108
889	0.1412989364
890	0.1412103916
891	0.1409603563
892	0.140835545
893	0.1407523174
894	0.1406803482
895	0.1405175002
896	0.1402938975
897	0.1401386636
898	0.1399597216
899	0.1398080322
900	0.1394655957
901	0.1392578449
902	0.139017241
903	0.1388517782
904	0.1386251018
905	0.1384779299
906	0.1383472213
907	0.1382861676
908	0.1381334936
909	0.1379218832
910	0.1378503765
911	0.1376103089
912	0.1374769091
913	0.1372177323
914	0.1371230218
915	0.1369652555
916	0.1368358133
917	0.1367516694
918	0.1365826621
919	0.1363833163
920	0.1361793111
921	0.1359043177
922	0.1357556478
923	0.1356239968
924	0.1354434375
925	0.1352761718
926	0.1352116085
927	0.135017955
928	0.1348681562
929	0.1347656447
930	0.134534002
931	0.1344712237
932	0.1343455972
933	0.1342562169
934	0.1341064083
935	0.1339689422
936	0.1336863344
937	0.1335461539
938	0.1334309114
939	0.1332521163
940	0.1330878268
941	0.1329883194
942	0.1328158436
943	0.1326322646
944	0.1325242655
945	0.1323616248
946	0.132219091
947	0.1320736633
948	0.1318436662
949	0.1316171399
950	0.1314412918
951	0.1312823007
952	0.1310941902
953	0.1308064549
954	0.1306191002
955	0.1304229003
956	0.1302486871
957	0.1300913602
958	0.1299853482
959	0.1299124476
960	0.1296965415
961	0.1295667904
962	0.1294208431
963	0.1292181966
964	0.1290879955
965	0.1288515584
966	0.1287714911
967	0.1284991083
968	0.1283089208
969	0.1280703417
970	0.1279463348
971	0.1277236443
972	0.1275202926
973	0.127389256
974	0.1272670535
975	0.1271199763
976	0.1269883746
977	0.1268609075
978	0.126656894
979	0.1265739831
980	0.1264647459
981	0.1263404175
982	0.1262441608
983	0.1261261
984	0.1259826362
985	0.1258019868
986	0.125685638
987	0.1255678454
988	0.1254579033
989	0.1252787354
990	0.1252028234
991	0.1250768687
992	0.1249880767
993	0.1247888052
994	0.1246813436
995	0.1245105854
996	0.1242868474
997	0.1240994485
998	0.1239694723
999	0.1237755848
